5.000000000000000104e-03	5.280894909967220756e-06
1.000000000000000021e-02	1.377432224215898663e-04
1.499999999999999944e-02	7.626299408011787346e-04
2.000000000000000042e-02	2.283626651414606690e-03
2.999999999999999889e-02	8.674975294048275012e-03
4.000000000000000083e-02	1.906837795533670998e-02
5.000000000000000278e-02	3.217596446048938408e-02
5.999999999999999778e-02	4.678851135172183012e-02
1.000000000000000056e-01	1.065895272571558555e-01
1.250000000000000000e-01	1.394862601487015796e-01
1.499999999999999944e-01	1.673652073056847711e-01
2.000000000000000111e-01	2.095074833920789747e-01
2.999999999999999889e-01	2.548248343709095254e-01
5.000000000000000000e-01	2.731777574190249469e-01
5.999999999999999778e-01	2.687530467485444441e-01
6.999999999999999556e-01	2.612121682729442451e-01
8.000000000000000444e-01	2.523245078464887436e-01
9.000000000000000222e-01	2.430013166379890455e-01
1.000000000000000000e+00	2.336041791824983727e-01
2.000000000000000000e+00	1.626354279259138724e-01
3.000000000000000000e+00	1.231038585283902587e-01
4.000000000000000000e+00	9.883415262017748726e-02
5.000000000000000000e+00	8.251846485284382304e-02
6.000000000000000000e+00	7.081844405730805536e-02
7.000000000000000000e+00	6.202416473890349363e-02
8.000000000000000000e+00	5.517451323667360574e-02
1.000000000000000000e+01	4.520360194883878135e-02
2.000000000000000000e+01	2.374676909501121855e-02
3.000000000000000000e+01	1.610741591911767079e-02
5.000000000000000000e+01	9.809223910717533232e-03
1.000000000000000000e+02	4.976381157976753414e-03
2.000000000000000000e+02	2.501555180711542009e-03
3.000000000000000000e+02	1.670694755881772450e-03
5.000000000000000000e+02	1.003857398977994015e-03
1.000000000000000000e+03	5.024702957252015750e-04
2.000000000000000000e+03	2.513707723188177861e-04
3.000000000000000000e+03	1.676106760107846797e-04
5.000000000000000000e+03	1.005808877908505078e-04
6.000000000000000000e+03	8.382042417493663748e-05
1.000000000000000000e+04	5.029587612813857678e-05
