5.000000000000000104e-03	1.887256607235511232e-14
1.000000000000000021e-02	9.160943304280227906e-10
1.499999999999999944e-02	3.715097873190729877e-08
2.000000000000000042e-02	2.928807039867728647e-07
2.999999999999999889e-02	3.479950296179487385e-06
4.000000000000000083e-02	1.606432309099530033e-05
5.000000000000000278e-02	4.741563870562109261e-05
5.999999999999999778e-02	1.083849555908032752e-04
1.000000000000000056e-01	8.779871381449242057e-04
1.250000000000000000e-01	1.974559612143752651e-03
1.499999999999999944e-01	3.682985000450869975e-03
2.000000000000000111e-01	8.988507340263353698e-03
2.999999999999999889e-01	2.587132219987585760e-02
5.000000000000000000e-01	7.103133750933013357e-02
5.999999999999999778e-01	9.412327211894430667e-02
6.999999999999999556e-01	1.159552321509626505e-01
8.000000000000000444e-01	1.360956875343263262e-01
9.000000000000000222e-01	1.544031038823765467e-01
1.000000000000000000e+00	1.708857585389230715e-01
2.000000000000000000e+00	2.613534285326754025e-01
3.000000000000000000e+00	2.821429251966873775e-01
4.000000000000000000e+00	2.791943590383760276e-01
5.000000000000000000e+00	2.680994587009061791e-01
6.000000000000000000e+00	2.545384784554648450e-01
7.000000000000000000e+00	2.407126964698002580e-01
8.000000000000000000e+00	2.274838108779557166e-01
1.000000000000000000e+01	2.038849054118206383e-01
2.000000000000000000e+01	1.311656018300821624e-01
3.000000000000000000e+01	9.607020592006591808e-02
5.000000000000000000e+01	6.245640870849820253e-02
1.000000000000000000e+02	3.328845904404752198e-02
2.000000000000000000e+02	1.722804842682703480e-02
3.000000000000000000e+02	1.162010613668654560e-02
5.000000000000000000e+02	7.037863361381111772e-03
1.000000000000000000e+03	3.543941056266793413e-03
2.000000000000000000e+03	1.778277395331974821e-03
3.000000000000000000e+03	1.186925219624656051e-03
5.000000000000000000e+03	7.128316482756605083e-04
6.000000000000000000e+03	5.941674510230855700e-04
1.000000000000000000e+04	3.566698619768597861e-04
