2.000000000000000042e-02	9.619045551376351796e+03	9.619045551376351796e+03	1.035235699525088967e+04	3.463789920801106200e+04	9.441081570575151592e+06	8.641154856766506782e+03
2.999999999999999889e-02	5.679655730161739484e+02	8.329017135604557325e+02	1.782948614257248209e+03	5.747858411324992630e+03	6.868300298945161921e+04	1.139993839245376648e+03
4.000000000000000083e-02	2.872803107804352294e+02	3.829785528956155076e+02	6.956702100843830294e+02	1.922231952433626702e+03	7.937965100363349848e+03	4.728229431764560218e+02
5.000000000000000278e-02	1.510753812875743165e+02	2.042136802855320354e+02	3.489736224532887263e+02	7.814524938469475046e+02	2.622863910439720257e+03	2.492210243404184666e+02
5.999999999999999778e-02	8.815367387648812780e+01	1.184579817955024197e+02	2.160671209811753499e+02	4.759609322684814856e+02	1.643624459192912582e+03	1.582200291599853017e+02
1.000000000000000056e-01	2.918140298443386982e+01	4.386881373485992697e+01	7.974875545429645740e+01	1.743345245437037079e+02	5.250154817434132610e+02	5.414237189408984108e+01
1.250000000000000000e-01	2.089037108077978377e+00	2.512229354174708273e+00	3.057820875201674671e+00	4.238471712085376097e+00	6.131922406591957753e+00	3.984883444320590939e+00
2.000000000000000111e-01	2.182850650455108177e-01	2.445380699434349658e-01	3.051937177597737194e-01	4.272980414760026435e-01	6.070322782080834756e-01	4.018438256091687588e-01
2.999999999999999889e-01	5.236580899834585023e-02	5.755382455449105372e-02	6.898788559174617863e-02	9.081619654455495849e-02	1.440119222672693600e-01	8.925235959208600856e-02
5.000000000000000000e-01	1.318497624681159303e-02	1.409755821129393509e-02	1.749493490743190063e-02	2.479815226861587993e-02	3.664463887592122465e-02	2.224473665435425240e-02
5.999999999999999778e-01	8.173521758610255775e-03	9.664474562271355498e-03	1.150622670853567592e-02	1.653737172795084059e-02	2.415510843640737357e-02	1.526969686707646025e-02
6.999999999999999556e-01	6.325890936605297471e-03	7.035599492565930771e-03	8.534853200530283582e-03	1.242619216929868355e-02	1.775947932812973334e-02	1.117965828381707084e-02
8.000000000000000444e-01	5.102098119488848726e-03	5.433292592335848929e-03	6.724559039844039271e-03	9.759845089616277572e-03	1.417097203717343143e-02	8.781737319879428030e-03
1.000000000000000000e+00	3.396116080626930284e-03	3.838737618715062742e-03	4.822206335458900130e-03	6.986963752801449330e-03	9.926213988335099228e-03	6.441961489452954250e-03
2.000000000000000000e+00	1.996959175426641069e-03	2.030970106794191109e-03	2.618194448648934313e-03	3.708737726482286366e-03	5.396118976653250555e-03	3.379840637780432040e-03
3.000000000000000000e+00	1.615781923737719941e-03	1.771794206304832522e-03	2.094776804904820329e-03	3.166830286398934335e-03	4.773214432519871063e-03	2.906765341045973103e-03
7.000000000000000000e+00	1.917958432562479748e-03	2.012497327078270962e-03	2.456431232130760166e-03	3.666532660432271495e-03	5.194733241882506201e-03	3.408834454293714969e-03
1.000000000000000000e+01	2.269379497153982666e-03	2.449568297385626165e-03	3.001650318682911461e-03	4.494633480372306651e-03	6.202314553729135031e-03	4.072161840746438104e-03
2.000000000000000000e+01	4.088081296569727463e-03	4.449447264206411561e-03	5.429492882504208771e-03	7.599611453757976545e-03	1.149302993280998907e-02	7.196668985740853342e-03
3.000000000000000000e+01	5.725892929610502079e-03	5.890212790207130338e-03	7.356627582815036814e-03	1.035498518390050131e-02	1.617878227145023301e-02	9.968760340509551232e-03
1.000000000000000000e+02	1.578492707947796655e-02	1.773292311424287671e-02	2.137845728497349967e-02	3.074827370554228737e-02	4.449277734417751012e-02	2.884709310359807183e-02
2.000000000000000000e+02	3.018988226876830397e-02	3.350827840804408708e-02	4.141081285486130498e-02	5.965374733030957138e-02	8.967187311237316549e-02	5.527880352265149289e-02
3.000000000000000000e+02	4.552183466378977028e-02	5.102631809176437494e-02	6.111884938673093487e-02	9.203967837567834931e-02	1.327908949118586091e-01	8.359836841577363009e-02
2.000000000000000000e+03	3.024420933586407512e-01	3.337726689112170408e-01	4.183957772835087408e-01	6.031608656744675834e-01	8.741902760764764801e-01	5.477104047063746650e-01
3.000000000000000000e+03	4.531980608364127860e-01	4.857249839543408831e-01	6.216126652365082661e-01	8.914383914136566611e-01	1.280667270114500100e+00	8.177100500087677304e-01
5.000000000000000000e+03	7.377898969866869550e-01	8.295793944182481283e-01	1.019893641333749157e+00	1.425091217278447786e+00	2.155013979170058214e+00	1.358586610397749972e+00
1.000000000000000000e+04	1.445699244276907880e+00	1.645014618366366310e+00	2.045668013642229610e+00	2.847396851736463397e+00	4.214415546981441274e+00	2.686571790478665456e+00
