1.000000000000000021e-02	5.468033556164572095e-01	6.196235500111738626e-01	7.653198815165423996e-01	1.130219355027000994e+00	1.629038992210284142e+00	1.028191079196721924e+00
2.000000000000000042e-02	2.793290168734749446e-02	2.984219578547593968e-02	3.826486861174090148e-02	5.595804829815419212e-02	7.930201366079513148e-02	4.969132289691612775e-02
2.999999999999999889e-02	8.928406839101891979e-03	9.383264567661914538e-03	1.183368589514352878e-02	1.702236911262300714e-02	2.554877919667903827e-02	1.473156647253318768e-02
4.000000000000000083e-02	4.870427103893709697e-03	4.996983602031589491e-03	6.564039963205418882e-03	9.462079467117063755e-03	1.372327610310397628e-02	8.754428602685994723e-03
5.000000000000000278e-02	3.536890365793108042e-03	3.701582778313965497e-03	4.415588778557264470e-03	6.465200600790243883e-03	9.670865956356820836e-03	5.998618953595859227e-03
5.999999999999999778e-02	2.652663836031965861e-03	2.865721169205391779e-03	3.504091636527244518e-03	5.034294379822511038e-03	7.582062671674763207e-03	4.605287341579715477e-03
1.250000000000000000e-01	1.647350018862085404e-03	1.712873325153012110e-03	2.189037576205842602e-03	3.036070416566958100e-03	4.360631762646635309e-03	2.821450374561178167e-03
2.000000000000000111e-01	1.364876156996305606e-03	1.377907142788241564e-03	1.672750412027411730e-03	2.494495534002902880e-03	3.608732468684757149e-03	2.342370686071183240e-03
2.999999999999999889e-01	1.216176549002360736e-03	1.279326307044656311e-03	1.657494924949429356e-03	2.216882811707357025e-03	3.475217448325546889e-03	2.167373887904949434e-03
5.000000000000000000e-01	1.347215871302080746e-03	1.375538626492945346e-03	1.723838462000158289e-03	2.521069995290244233e-03	3.628719359400826676e-03	2.307423707928584530e-03
5.999999999999999778e-01	1.406588774748746993e-03	1.551551294292302739e-03	1.882810112084251771e-03	2.628801310774487362e-03	4.119242877979902712e-03	2.503182844443673904e-03
6.999999999999999556e-01	1.566862968130449535e-03	1.559790233085904228e-03	1.881045415617594186e-03	2.894899558475890790e-03	4.349789419515339740e-03	2.707902997327397195e-03
8.000000000000000444e-01	1.547222582722490277e-03	1.768770546683605524e-03	2.112111614357802328e-03	3.106437160482010580e-03	4.666122176478994590e-03	2.960429850814893030e-03
1.000000000000000000e+00	1.771354271914128307e-03	1.955377203251379599e-03	2.429953068782182962e-03	3.626560387179019341e-03	5.153557922552735177e-03	3.458438505906203959e-03
2.000000000000000000e+00	3.593509870134249315e-03	3.949337976568635666e-03	4.473984665856356457e-03	6.903454888556959622e-03	9.570339719615539656e-03	6.599727327820905515e-03
7.000000000000000000e+00	1.300930327948621179e-02	1.299214566363318668e-02	1.558696948189686009e-02	2.059226437919847025e-02	2.914639083604909572e-02	1.956044550022936410e-02
8.000000000000000000e+00	1.489947902516182247e-02	1.478035548653279171e-02	1.768307649864638009e-02	2.339699665838840953e-02	3.261882060098480335e-02	2.295689813161397308e-02
1.000000000000000000e+01	1.797923057033381372e-02	1.849846863109886816e-02	2.098769720641896139e-02	2.843904971508092253e-02	4.069968641252951630e-02	2.720616411477973923e-02
1.000000000000000000e+02	1.522835660551600245e-01	1.624251330769753143e-01	1.967434144480913472e-01	2.432160654571850766e-01	3.580523745933543167e-01	2.368412203703947616e-01
2.000000000000000000e+02	3.099915651580472664e-01	3.252683052634778305e-01	3.842947171487927083e-01	5.132235756916534442e-01	7.293391711869439131e-01	4.861304929484718818e-01
3.000000000000000000e+02	4.738242172258996243e-01	4.864226655899079876e-01	5.724481409980217705e-01	7.707413715392177345e-01	1.102581352067891540e+00	7.191981767612759535e-01
2.000000000000000000e+03	3.196791348206279526e+00	3.400445625832692720e+00	3.919695328328932415e+00	5.267647812844328925e+00	7.361393208378333775e+00	4.851312766375448504e+00
3.000000000000000000e+03	4.728273072894732643e+00	4.907894416967518936e+00	5.885916035209658226e+00	7.920485951384162782e+00	1.104395461526454092e+01	7.250551543632588469e+00
5.000000000000000000e+03	7.838356876416789021e+00	8.266384554587801858e+00	9.874973762082824180e+00	1.359727565734297627e+01	1.931582730939959092e+01	1.197599958273633547e+01
1.000000000000000000e+04	1.588332035160899380e+01	1.659376964798353882e+01	1.958719369607164040e+01	2.618527315689665258e+01	3.719727659539933029e+01	2.439009484944163120e+01
